"","LastName","FirstName","DatasetID","Dataset","species","AccSpeciesID","AccSpeciesName","ObservationID","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr"
"28","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",1081104,1974681,3109,"Leaf area (in case of compound leaves: leaflet, petiole excluded)",6576,"Leaf area: in case of compound leaves leaflet; petiole excluded","Leaf area: in case of compond leaves leaflet; petiole (rachis) excluded","411","mm2","Maximum",NA,NA,NA,411,"mm2",NA,1974676,1.4337,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
"29","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",206874,2188254,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",6584,"SLA: undefined if petiole in- or excluded","SLA: undefined if petiole and rachis in- or excluded","24.8","mm2/mg","Best estimate",NA,NA,NA,24.8,"mm2 mg-1",NA,NA,2.17332,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
"30","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",1123250,2188260,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",6584,"SLA: undefined if petiole in- or excluded","SLA: undefined if petiole and rachis in- or excluded","24.8","mm2/mg","Mean",NA,NA,NA,24.8,"mm2 mg-1",NA,2188254,2.17332,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
"31","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",1123251,2188269,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA: petiole and rachis excluded","19.61","mm2/mg","Best estimate",NA,NA,NA,19.61,"mm2 mg-1",NA,NA,1.8962,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
"32","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",1123252,2188275,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA: petiole and rachis excluded","19.84","mm2/mg","Mean",NA,NA,NA,19.84,"mm2 mg-1",NA,NA,1.93462,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
"33","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",1123253,2188276,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA: petiole and rachis excluded","22.82","mm2/mg","Maximum",NA,NA,NA,22.82,"mm2 mg-1",NA,NA,2.39569,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
"34","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",1123254,2188277,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA: petiole and rachis excluded","16.27","mm2/mg","Minimum",NA,NA,NA,16.27,"mm2 mg-1",NA,NA,1.28101,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
"35","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",206875,2188278,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA: petiole and rachis excluded","19.61","mm2/mg","Median",NA,NA,NA,19.61,"mm2 mg-1",NA,2188269,1.8962,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
"36","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",1123255,2188287,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA: petiole and rachis excluded","9.3","mm2/mg","Best estimate",NA,NA,NA,9.3,"mm2 mg-1",NA,NA,1.63918,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
"37","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",206876,2188293,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA: petiole and rachis excluded","9.3","mm2/mg","Mean",NA,NA,NA,9.3,"mm2 mg-1",NA,2188287,1.63918,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
